dataset_idx,nsd_image_id,coco_image_id,coco_split,face_confidence,face_area_ratio,face_count,person_area_ratio,person_count,clip_face,clip_body,clip_scene,clip_word,clip_other,ocr_available,ocr_character_count,ocr_area_ratio,face_flag,body_flag,scene_flag,word_flag,confirmatory_category,exclusion_reason,face_selection_score,body_selection_score,scene_selection_score,word_selection_score
195,16466,574784,train2017,0.9892974500149657,0.024116262975778548,2,0.15662418892710775,13,0.031974904239177704,0.24171550571918488,0.4310113191604614,0.23473244905471802,0.06056584417819977,False,0,0.0,True,False,True,False,,ambiguous_confirmatory_categories,0.023858157465828048,0.037858495034373,0.3635045208785514,0.23473244905471802
209,17369,305685,train2017,0.94363080522484,0.02128166089965398,1,0.42909770089285704,14,0.03983236849308014,0.36838236451148987,0.2109736204147339,0.21822310984134674,0.16258853673934937,False,0,0.0,True,True,False,False,,ambiguous_confirmatory_categories,0.020082030811262478,0.15807202566135473,0.12044532494572925,0.21822310984134674
218,17934,219735,train2017,0.9991801287100203,0.024852595155709343,2,0.4200384319661458,5,0.02682163007557392,0.09904124587774277,0.05895749479532242,0.27763986587524414,0.5375397801399231,False,0,0.0,True,False,False,False,Face,,0.024832219226459687,0.041601129618460575,0.034193081128842985,0.27763986587524414
235,19642,574760,train2017,0.9986278015723258,0.03722629757785467,1,0.6139264193953157,2,0.04445648193359375,0.8541996479034424,0.018806152045726776,0.0347202867269516,0.047817450016736984,False,0,0.0,True,True,False,False,,ambiguous_confirmatory_categories,0.03717521571085021,0.5244157312860998,0.0072605584576898455,0.0347202867269516
259,21279,55514,train2017,0.9916231075371608,0.024116262975778548,1,0.1688848479483061,1,0.04711802676320076,0.6795865893363953,0.07814241945743561,0.03515772148966789,0.15999524295330048,False,0,0.0,True,True,False,False,,ambiguous_confirmatory_categories,0.0239142436342249,0.11477187780778506,0.06494534882905384,0.03515772148966789
287,22886,61288,train2017,0.9741875519336248,0.1813757785467128,1,0.5958244425379673,1,0.2946292459964752,0.476605087518692,0.04338063672184944,0.046725232154130936,0.1386597901582718,False,0,0.0,True,False,False,False,Face,,0.1766940256824774,0.2839729605815838,0.017533393030111425,0.046725232154130936
292,23241,62547,train2017,0.9907763220758992,0.041904498269896194,1,0.31573924007161464,2,0.07088959217071533,0.09994003176689148,0.05211307480931282,0.2864123284816742,0.4906449019908905,False,0,0.0,True,False,False,False,Face,,0.04151798467428363,0.03155498968281134,0.03565893217122519,0.2864123284816742
293,23492,325710,train2017,0.4167163216810776,0.03368304498269896,1,0.41374527685546875,7,0.13521015644073486,0.7158643007278442,0.05744190886616707,0.020230110734701157,0.0712534636259079,False,0,0.0,True,True,False,False,,ambiguous_confirmatory_categories,0.014036274608208586,0.2961854732955885,0.03367559037922817,0.020230110734701157
295,23729,64534,train2017,0.9929364724245208,0.06698961937716263,1,0.1399950343424479,1,0.05338521674275398,0.7154582738876343,0.0292245801538229,0.03951868414878845,0.16241320967674255,False,0,0.0,True,False,False,False,Face,,0.0665164363534212,0.10016060562348786,0.02513328405154484,0.03951868414878845
340,26119,492851,train2017,0.9850898557102692,0.041904498269896194,2,0.37708436783854166,6,0.05753549933433533,0.1276589334011078,0.3470311462879181,0.2192688286304474,0.2485056221485138,False,0,0.0,True,False,False,False,Face,,0.04127969615430327,0.04813818820049922,0.21617112586965403,0.2192688286304474
360,27326,340317,train2017,0.609339577205546,0.02267681660899654,1,0.20053532973884972,2,0.01964750699698925,0.44288861751556396,0.20528854429721832,0.05788099020719528,0.27429434657096863,False,0,0.0,True,True,False,False,,ambiguous_confirmatory_categories,0.013817881844893654,0.08881481495106691,0.1641209383749672,0.05788099020719528
364,27830,80084,train2017,0.9982512941108335,0.02197370242214533,1,0.25664208059999993,1,0.019291430711746216,0.9440851211547852,0.0043214294128119946,0.005306950304657221,0.0269949808716774,False,0,0.0,True,True,False,False,,ambiguous_confirmatory_categories,0.02193527687931293,0.24229196975666709,0.0032123687771418883,0.005306950304657221
375,28325,81995,train2017,0.6589035641810156,0.0271280276816609,1,0.024853571053606718,1,0.022785676643252373,0.664343535900116,0.1424131989479065,0.04917614907026291,0.1212814450263977,False,0,0.0,True,False,False,False,Face,,0.01787475412864762,0.016511309273497858,0.13887372238888326,0.04917614907026291
384,28751,345751,train2017,0.7741086439552587,0.04584636678200692,1,0.042476726547504805,1,0.011005177162587643,0.6309522986412048,0.15198007225990295,0.023544304072856903,0.18251821398735046,False,0,0.0,True,False,False,False,Face,,0.03549006881989479,0.026800788253902044,0.14552445628984903,0.023544304072856903
415,30935,354095,train2017,0.9995265274621377,0.1695501730103806,1,0.42882031378073765,1,0.4347214698791504,0.5245922803878784,0.0036408444866538048,0.012941084802150726,0.02410435490310192,False,0,0.0,True,False,False,False,Face,,0.16946989565967038,0.22495582628288271,0.002079576411460052,0.012941084802150726
416,30954,92001,train2017,0.9776702807598419,0.023391003460207612,2,0.45892038678278696,2,0.01599724218249321,0.8817993402481079,0.023164287209510803,0.028705323114991188,0.05033393204212189,False,0,0.0,True,True,False,False,,ambiguous_confirmatory_categories,0.02286868892019561,0.40467569429146805,0.012533723563774541,0.028705323114991188
417,31028,92221,train2017,0.6723094611070127,0.03813979238754325,1,0.12628459493287852,1,0.002077822107821703,0.989834725856781,0.0031601102091372013,0.0011939804535359144,0.0037332484498620033,False,0,0.0,True,True,False,False,,ambiguous_confirmatory_categories,0.02564174326680255,0.12500087740532045,0.0027610369714330557,0.0011939804535359144
434,32307,97218,train2017,0.971366240288692,0.0784,2,0.22667212027994788,13,0.006776888854801655,0.05745711177587509,0.1646163910627365,0.7526950836181641,0.018454549834132195,False,0,0.0,True,False,False,True,Face,,0.07615511323863346,0.013023925351399568,0.12730244466771296,0.7526950836181641
465,34874,107204,train2017,0.8965710008766479,0.1364650519031142,1,0.5968618999023437,1,0.7116609215736389,0.206339031457901,0.03234948590397835,0.03175690770149231,0.01789364404976368,False,0,0.0,True,False,False,False,Face,,0.1223506081694588,0.12315590633997225,0.013041310286465744,0.03175690770149231
477,36569,114035,train2017,0.9466199754617526,0.0161439446366782,1,0.1828381796875,1,0.0032388234976679087,0.958197832107544,0.01537453942000866,0.005218253005295992,0.017970476299524307,False,0,0.0,True,True,False,False,,ambiguous_confirmatory_categories,0.01528218047582821,0.17519514740305206,0.012563486618920563,0.005218253005295992
498,38025,575164,train2017,0.9991349942969137,0.05317093425605536,1,0.3424658339432084,1,0.7488898634910583,0.15395507216453552,0.018854184076189995,0.012174047529697418,0.06612690538167953,False,0,0.0,True,False,False,False,Face,,0.05312494109468544,0.052724352178614486,0.012397270203218827,0.012174047529697418
507,38494,413472,train2017,0.9932153115918798,0.07578685121107266,3,0.2912655269320842,1,0.10378562659025192,0.35560327768325806,0.014350985176861286,0.32838156819343567,0.19787849485874176,False,0,0.0,True,False,False,False,Face,,0.07527266104017297,0.10357497605319041,0.010171037917328254,0.32838156819343567
529,40548,391678,train2017,0.998299719194509,0.09500899653979239,3,0.40859155777994804,2,0.06743409484624863,0.3196808397769928,0.23668061196804047,0.09084457159042358,0.28535985946655273,False,0,0.0,True,False,False,False,Face,,0.09484745456662681,0.13061889231688348,0.1399749120277074,0.09084457159042358
561,42238,22696,train2017,0.9997321139581454,0.046859515570934256,2,0.3722156080729166,8,0.07612520456314087,0.5059325695037842,0.11252561211585999,0.23367737233638763,0.07173924893140793,False,0,0.0,True,False,False,False,Face,,0.04684696256078474,0.18831599900174417,0.07064182297837801,0.23367737233638763
570,42912,229233,train2017,0.9957236253130141,0.02267681660899654,1,0.23196405843098952,2,0.13548734784126282,0.48799246549606323,0.13113312423229218,0.19412776827812195,0.05125930905342102,False,0,0.0,True,True,False,False,,ambiguous_confirmatory_categories,0.022579842044468404,0.11319671278021146,0.10071495254063455,0.19412776827812195
583,43445,285588,train2017,0.9991889699817808,0.02635847750865052,1,0.2900592035284626,1,0.11891750246286392,0.8355413675308228,0.02184491790831089,0.007651901338249445,0.016044296324253082,False,0,0.0,True,True,False,False,,ambiguous_confirmatory_categories,0.026337099992156447,0.24235646358107288,0.015508598418681584,0.007651901338249445
584,43465,140724,train2017,0.9860779307266384,0.0192719723183391,2,0.20783111030828516,1,0.08835259824991226,0.5336490273475647,0.17786067724227905,0.07978612184524536,0.1203516274690628,False,0,0.0,True,True,False,False,,ambiguous_confirmatory_categories,0.019003666584688876,0.1109088698685808,0.14089569521083264,0.07978612184524536
588,43689,403789,train2017,0.9991565044675496,0.023391003460207612,2,0.0627271795654297,1,0.031834717839956284,0.8349260687828064,0.08181920647621155,0.006287158001214266,0.04513287544250488,False,0,0.0,True,False,False,False,Face,,0.023371273253289394,0.052372557440397406,0.07668691841967726,0.006287158001214266
606,44720,461187,train2017,0.9758564916108532,0.05536332179930796,1,0.3693430587675643,1,0.055299486964941025,0.8032370209693909,0.06758823245763779,0.03722580149769783,0.036649439483881,False,0,0.0,True,False,False,False,Face,,0.054026656974995334,0.296670018240181,0.042624987945040674,0.03722580149769783
650,47321,156084,train2017,0.9997054190734663,0.03813979238754325,1,0.40277912044270836,1,0.17842887341976166,0.6656094789505005,0.025800654664635658,0.05080220475792885,0.07935876399278641,False,0,0.0,True,True,False,False,,ambiguous_confirmatory_categories,0.038128557132163926,0.268093600490012,0.015408689671967648,0.05080220475792885
668,48679,161328,train2017,0.9998877458910059,0.017987543252595155,1,0.18799232490485954,1,0.29098865389823914,0.48604071140289307,0.07655646651983261,0.021418428048491478,0.12499568611383438,False,0,0.0,True,True,False,False,,ambiguous_confirmatory_categories,0.01798552407695434,0.09137192333504174,0.06216443839226824,0.021418428048491478
678,49480,164564,train2017,0.9989124743233857,0.09941038062283737,1,0.23856370645491812,1,0.09797258675098419,0.7680284976959229,0.009283808059990406,0.013057741336524487,0.11165730655193329,False,0,0.0,True,False,False,False,Face,,0.09930226928138804,0.1832237250733419,0.007069028399183052,0.013057741336524487
679,49622,485595,train2017,0.9997077930461558,0.02060069204152249,1,0.20448928434244787,1,0.0617617666721344,0.8250341415405273,0.04766702651977539,0.022998537868261337,0.04253849387168884,False,0,0.0,True,True,False,False,,ambiguous_confirmatory_categories,0.020594672376053953,0.16871064116170828,0.03791963038001404,0.022998537868261337
708,51928,174303,train2017,0.9994507212531247,0.044844290657439445,1,0.23879617480468748,1,0.07360642403364182,0.8507749438285828,0.021063871681690216,0.016204088926315308,0.03835063427686691,False,0,0.0,True,False,False,False,Face,,0.04481965864166262,0.20316180220593844,0.016033899697525812,0.016204088926315308
713,52216,437516,train2017,0.9928262413394592,0.0161439446366782,1,0.2656569417813231,14,0.003643952077254653,0.7205178737640381,0.0975944772362709,0.0109200244769454,0.16732369363307953,False,0,0.0,True,True,False,False,,ambiguous_confirmatory_categories,0.016028131874025537,0.19141057484293578,0.07166782687893623,0.0109200244769454
732,53370,179914,train2017,0.9911283222363972,0.017361937716262977,1,0.11911730170554065,14,0.011375773698091507,0.6993401646614075,0.14475063979625702,0.011650450527668,0.13288286328315735,False,0,0.0,True,True,False,False,,ambiguous_confirmatory_categories,0.017207908199492552,0.08330351338877535,0.12750833416357624,0.011650450527668
751,54812,36151,train2017,0.7428583027011956,0.015551557093425606,3,0.19655957939390925,3,0.010197388008236885,0.6814415454864502,0.10469336807727814,0.09608853608369827,0.10757916420698166,False,0,0.0,True,True,False,False,,ambiguous_confirmatory_categories,0.011552603306782884,0.13394386356235213,0.08411488368267662,0.09608853608369827
756,55107,442666,train2017,0.9900420480496215,0.2326643598615917,1,0.40646441785411963,1,0.38955897092819214,0.4265162944793701,0.03001885861158371,0.03642011433839798,0.11748576164245605,False,0,0.0,True,False,False,False,Face,,0.2303474993455244,0.17336369734085344,0.01781726072138121,0.03642011433839798
762,55669,450864,train2017,0.999372587687337,0.017987543252595155,1,0.2371958188476563,3,0.07279658317565918,0.14922408759593964,0.49712908267974854,0.135403111577034,0.14544710516929626,False,0,0.0,True,False,False,False,Face,,0.01797625764648392,0.035395329649113294,0.37921214284054133,0.135403111577034
766,55933,189794,train2017,0.9898030050524387,0.0271280276816609,3,0.04521047386735808,12,0.037589915096759796,0.35131892561912537,0.39766770601272583,0.14740251004695892,0.06602101027965546,False,0,0.0,True,False,True,False,,ambiguous_confirmatory_categories,0.0268514033204537,0.015883295105811785,0.37968896058214524,0.14740251004695892
781,56695,454830,train2017,0.9997752949346704,0.09213010380622838,1,0.5960447786737152,2,0.4394274652004242,0.25831130146980286,0.05234396830201149,0.05215640738606453,0.19776085019111633,False,0,0.0,True,False,False,False,Face,,0.09210940170523378,0.15396510251348797,0.021144619300535086,0.05215640738606453
785,56784,193023,train2017,0.9993149764919911,0.017361937716262977,1,0.15115937809244792,1,0.006187178660184145,0.8305521011352539,0.03470810502767563,0.030117791146039963,0.09843480587005615,False,0,0.0,True,True,False,False,,ambiguous_confirmatory_categories,0.01735004438078275,0.12554573908098088,0.029461649456924813,0.030117791146039963
789,56948,455799,train2017,0.9958364216305393,0.09646505190311419,2,0.27350859554036455,1,0.03872762620449066,0.45949316024780273,0.006885708775371313,0.437307208776474,0.057586345821619034,False,0,0.0,True,False,False,False,Face,,0.09606341209960148,0.1256753289197802,0.005002408238919542,0.437307208776474
817,59419,465412,train2017,0.9979267182921311,0.01674740484429066,1,0.03593407765040886,1,0.010251428931951523,0.5368115305900574,0.0490180067718029,0.013719497248530388,0.39019954204559326,False,0,0.0,True,False,False,False,Face,,0.016712682756172714,0.019289827223857952,0.04725658991019667,0.013719497248530388
820,59595,77686,train2017,0.841056240054283,0.041904498269896194,1,0.6438078411458333,3,0.03178749606013298,0.2552691102027893,0.4631195068359375,0.07360168546438217,0.17622211575508118,False,0,0.0,True,False,False,False,Face,,0.0352440397562401,0.1643442547508756,0.16495953694736956,0.07360168546438217
838,60978,209229,train2017,0.9891747011399356,0.062206228373702425,1,0.5052712594401042,1,0.10947906970977783,0.6452286839485168,0.0179392471909523,0.027644239366054535,0.1997087448835373,False,0,0.0,True,False,False,False,Face,,0.06153282736059967,0.32601550976554805,0.00887506116937248,0.027644239366054535
845,61677,474024,train2017,0.9969923351089879,0.01674740484429066,1,0.11299829147196258,1,0.021851247176527977,0.905794084072113,0.047266483306884766,0.005474196281284094,0.01961391046643257,False,0,0.0,True,True,False,False,,ambiguous_confirmatory_categories,0.016697034262724918,0.10235318392556,0.041925451449318744,0.005474196281284094
877,64004,167908,train2017,0.9995651228787409,0.0192719723183391,1,0.14725640964673908,1,0.2891467213630676,0.16490787267684937,0.09285760670900345,0.02760237641632557,0.4254853427410126,False,0,0.0,True,False,False,False,Face,,0.019263591378496314,0.02428374125287442,0.07918372893664666,0.02760237641632557
887,64880,486503,train2017,0.968594897954018,0.044844290657439445,1,0.2248010273346019,1,0.10282216966152191,0.7597000598907471,0.024956732988357544,0.03282991796731949,0.07969111949205399,False,0,0.0,True,False,False,False,Face,,0.043435951133162884,0.17078135392959853,0.019346433773659417,0.03282991796731949
967,70193,244967,train2017,0.9999933357335284,0.03282491349480969,3,0.5655709235026042,3,0.11631152033805847,0.5992799401283264,0.09312360733747482,0.06532859057188034,0.12595634162425995,False,0,0.0,True,True,False,False,,ambiguous_confirmatory_categories,0.03282469474083925,0.3389353091749629,0.0404556027357253,0.06532859057188034
973,70505,246166,train2017,0.9999410173943308,0.2928719723183391,1,0.4310340286764705,1,0.5822888612747192,0.3017730414867401,0.02808281220495701,0.0339522548019886,0.053903136402368546,False,0,0.0,True,False,False,False,Face,,0.2928546979662843,0.13007444981798125,0.015978164523689636,0.0339522548019886
