dataset_idx,nsd_image_id,coco_image_id,coco_split,face_confidence,face_area_ratio,face_count,person_area_ratio,person_count,clip_face,clip_body,clip_scene,clip_word,clip_other,ocr_available,ocr_character_count,ocr_area_ratio,face_flag,body_flag,scene_flag,word_flag,confirmatory_category,exclusion_reason,face_selection_score,body_selection_score,scene_selection_score,word_selection_score
160,13312,293368,train2017,0.39036555750720725,0.00757923875432526,1,0.0,0,0.00860721804201603,0.08038199692964554,0.8107477426528931,0.022977525368332863,0.07728550583124161,False,0,0.0,False,False,True,False,Scene,,0.002958673761812411,8.038199692964554e-08,0.8107477426528931,0.022977525368332863
164,13662,32275,train2017,0.0,0.0,0,0.0,0,0.013046844862401485,0.3568904995918274,0.38240593671798706,0.09747301787137985,0.15018367767333984,False,0,0.0,False,False,True,False,Scene,,1.3046844862401484e-08,3.568904995918274e-07,0.38240593671798706,0.09747301787137985
165,13720,556748,train2017,0.0,0.0,0,0.0077961413599182015,4,0.03865465521812439,0.2740125060081482,0.5235801339149475,0.06855475902557373,0.09519801288843155,False,0,0.0,False,False,True,False,Scene,,3.865465521812439e-08,0.0021362402312249586,0.5194982291777016,0.06855475902557373
167,14110,557848,train2017,0.0,0.0,0,0.0,0,0.004514974541962147,0.03843969851732254,0.9072690606117249,0.02566366456449032,0.024112503975629807,False,0,0.0,False,False,True,False,Scene,,4.5149745419621466e-09,3.8439698517322535e-08,0.9072690606117249,0.02566366456449032
168,14121,557886,train2017,0.0,0.0,0,0.004142527261416862,2,0.006715758237987757,0.14386393129825592,0.5994410514831543,0.05928945168852806,0.190689817070961,False,0,0.0,False,False,True,False,Scene,,6.715758237987756e-09,0.0005959602573376277,0.596957850585773,0.05928945168852806
169,14165,33727,train2017,0.0,0.0,0,0.0,0,0.008433641865849495,0.06156919524073601,0.7552689909934998,0.045604657381772995,0.12912346422672272,False,0,0.0,False,False,True,False,Scene,,8.433641865849494e-09,6.156919524073601e-08,0.7552689909934998,0.045604657381772995
171,14443,558822,train2017,0.0,0.0,0,0.0,0,0.0018030548235401511,0.027279047295451164,0.8621037006378174,0.06821358948945999,0.040600571781396866,False,0,0.0,False,False,True,False,Scene,,1.803054823540151e-09,2.7279047295451164e-08,0.8621037006378174,0.06821358948945999
174,14594,559225,train2017,0.0,0.0,0,0.0,0,0.00519994180649519,0.10823918879032135,0.8063965439796448,0.0239348616451025,0.05622942000627518,False,0,0.0,False,False,True,False,Scene,,5.199941806495189e-09,1.0823918879032134e-07,0.8063965439796448,0.0239348616451025
181,14931,298170,train2017,0.0,0.0,0,0.0,0,0.05364047735929489,0.12061294168233871,0.5981810688972473,0.06012904644012451,0.16743643581867218,False,0,0.0,False,False,True,False,Scene,,5.364047735929489e-08,1.2061294168233871e-07,0.5981810688972473,0.06012904644012451
186,15492,37779,train2017,0.0,0.0,0,0.003181611979166666,3,0.01759462244808674,0.1491294503211975,0.638393223285675,0.03847324103116989,0.15640947222709656,False,0,0.0,False,False,True,False,Scene,,1.7594622448086737e-08,0.00047447204558846224,0.6363621037590506,0.03847324103116989
187,15506,37823,train2017,0.0,0.0,0,0.0,0,0.0795053243637085,0.13434532284736633,0.5884292125701904,0.03541974350810051,0.16230039298534393,False,0,0.0,False,False,True,False,Scene,,7.950532436370849e-08,1.3434532284736631e-07,0.5884292125701904,0.03541974350810051
190,15939,39196,train2017,0.0,0.0,0,0.0,0,0.006571593228727579,0.10973136126995087,0.5497263669967651,0.19675974547863007,0.1372109204530716,False,0,0.0,False,False,True,False,Scene,,6.5715932287275784e-09,1.0973136126995086e-07,0.5497263669967651,0.19675974547863007
191,16063,225054,train2017,0.0,0.0,0,0.0031877796223958327,1,0.01414432842284441,0.2747722864151001,0.5806199312210083,0.04198506474494934,0.08847838640213013,False,0,0.0,False,False,True,False,Scene,,1.4144328422844409e-08,0.0008759134954331674,0.5787690428359051,0.04198506474494934
192,16252,564465,train2017,0.0,0.0,0,0.0,0,0.007943492382764816,0.06373247504234314,0.6965013742446899,0.12458129227161407,0.1072414442896843,False,0,0.0,False,False,True,False,Scene,,7.943492382764815e-09,6.373247504234313e-08,0.6965013742446899,0.12458129227161407
193,16344,302588,train2017,0.0,0.0,0,0.0,0,0.029358545318245888,0.17392630875110626,0.5046383142471313,0.08612275868654251,0.20595408976078033,False,0,0.0,False,False,True,False,Scene,,2.9358545318245888e-08,1.7392630875110625e-07,0.5046383142471313,0.08612275868654251
195,16466,574784,train2017,0.9892974500149657,0.024116262975778548,2,0.15662418892710775,13,0.031974904239177704,0.24171550571918488,0.4310113191604614,0.23473244905471802,0.06056584417819977,False,0,0.0,True,False,True,False,,ambiguous_confirmatory_categories,0.023858157465828048,0.037858495034373,0.3635045208785514,0.23473244905471802
196,16616,303392,train2017,0.0,0.0,0,0.0,0,0.0022361907176673412,0.061561327427625656,0.8962815403938293,0.018119150772690773,0.021801866590976715,False,0,0.0,False,False,True,False,Scene,,2.236190717667341e-09,6.156132742762565e-08,0.8962815403938293,0.018119150772690773
198,16655,565652,train2017,0.0,0.0,0,0.0,0,0.013028295710682869,0.4637923240661621,0.38485538959503174,0.04823962599039078,0.09008430689573288,False,0,0.0,False,False,True,False,Scene,,1.3028295710682868e-08,4.6379232406616207e-07,0.38485538959503174,0.04823962599039078
199,16702,565834,train2017,0.0,0.0,0,0.0,0,0.003243205137550831,0.012258114293217659,0.9527629613876343,0.010927085764706135,0.02080872468650341,False,0,0.0,False,False,True,False,Scene,,3.2432051375508306e-09,1.2258114293217658e-08,0.9527629613876343,0.010927085764706135
200,16723,41606,train2017,0.0,0.0,0,0.02098736525735294,2,0.003645731369033456,0.408221572637558,0.3612726628780365,0.014875441789627075,0.21198461949825287,False,0,0.0,False,False,True,False,Scene,,3.6457313690334557e-09,0.008567495250875464,0.35369050154471865,0.014875441789627075
201,16823,566201,train2017,0.0,0.0,0,0.026121644659624424,10,0.006463083438575268,0.5293322801589966,0.39164596796035767,0.039697762578725815,0.03286092355847359,False,0,0.0,False,False,True,False,Scene,,6.4630834385752674e-09,0.013827029729182072,0.38141553115292254,0.039697762578725815
202,16841,566261,train2017,0.0,0.0,0,0.042218181851525816,8,0.013063302263617516,0.16168658435344696,0.42294251918792725,0.06905414164066315,0.33325350284576416,False,0,0.0,False,False,True,False,Scene,,1.3063302263617514e-08,0.006826113621185893,0.4050866550001089,0.06905414164066315
204,16868,566341,train2017,0.0,0.0,0,0.0,0,0.0015095737762749195,0.04796461760997772,0.8530259728431702,0.03691672906279564,0.06058313697576523,False,0,0.0,False,False,True,False,Scene,,1.5095737762749194e-09,4.796461760997772e-08,0.8530259728431702,0.03691672906279564
206,17048,42578,train2017,0.0,0.0,0,0.0,0,0.008754395879805088,0.07405978441238403,0.7947930097579956,0.02176494337618351,0.10062789171934128,False,0,0.0,False,False,True,False,Scene,,8.754395879805087e-09,7.405978441238403e-08,0.7947930097579956,0.02176494337618351
207,17230,43150,train2017,0.0,0.0,0,0.012260230631510414,5,0.06689638644456863,0.10799623280763626,0.6586926579475403,0.12160674482584,0.04480801522731781,False,0,0.0,False,False,True,False,Scene,,6.689638644456863e-08,0.001324058721555912,0.6506169340458209,0.12160674482584
211,17450,43776,train2017,0.0,0.0,0,0.0,0,0.041772060096263885,0.24340635538101196,0.3705480694770813,0.11796174198389053,0.22631177306175232,False,0,0.0,False,False,True,False,Scene,,4.177206009626388e-08,2.4340635538101193e-07,0.3705480694770813,0.11796174198389053
212,17463,43815,train2017,0.0,0.0,0,0.0,0,0.020635835826396942,0.2345210760831833,0.598452627658844,0.04802604392170906,0.0983644500374794,False,0,0.0,False,False,True,False,Scene,,2.0635835826396942e-08,2.3452107608318326e-07,0.598452627658844,0.04802604392170906
213,17485,306031,train2017,0.0,0.0,0,0.0,0,0.009449767880141735,0.3447569012641907,0.44763684272766113,0.03237800672650337,0.16577845811843872,False,0,0.0,False,False,True,False,Scene,,9.449767880141735e-09,3.4475690126419064e-07,0.44763684272766113,0.03237800672650337
214,17549,306249,train2017,0.0,0.0,0,0.0,0,0.0004999492084607482,0.02420431561768055,0.946717381477356,0.009992092847824097,0.018586238846182823,False,0,0.0,False,False,True,False,Scene,,4.999492084607482e-10,2.420431561768055e-08,0.946717381477356,0.009992092847824097
216,17776,306988,train2017,0.0,0.0,0,0.028525808447721953,13,0.010826892219483852,0.21721293032169342,0.7114860415458679,0.02753337472677231,0.03294084593653679,False,0,0.0,False,False,True,False,Scene,,1.0826892219483853e-08,0.006196174442725002,0.6911903270115026,0.02753337472677231
224,18535,47172,train2017,0.0,0.0,0,0.0,0,0.01648707315325737,0.41460973024368286,0.4416343569755554,0.02307112328708172,0.10419763624668121,False,0,0.0,False,False,True,False,Scene,,1.6487073153257368e-08,4.1460973024368286e-07,0.4416343569755554,0.02307112328708172
225,18543,571499,train2017,0.0,0.0,0,0.05715458291903407,1,0.04332992061972618,0.08288471400737762,0.5870328545570374,0.027447514235973358,0.25930503010749817,False,0,0.0,False,False,True,False,Scene,,4.3329920619726176e-08,0.004737241259455089,0.5534812365950599,0.027447514235973358
230,19199,270325,train2017,0.0,0.0,0,0.0,0,0.02567474916577339,0.06470266729593277,0.6691019535064697,0.057572778314352036,0.18294793367385864,False,0,0.0,False,False,True,False,Scene,,2.567474916577339e-08,6.470266729593276e-08,0.6691019535064697,0.057572778314352036
231,19200,311232,train2017,0.0,0.0,0,0.0,0,0.08440501242876053,0.18533198535442352,0.4977101981639862,0.08500448614358902,0.14754831790924072,False,0,0.0,False,False,True,False,Scene,,8.440501242876052e-08,1.8533198535442353e-07,0.4977101981639862,0.08500448614358902
236,19672,95809,train2017,0.0,0.0,0,0.04805244072014051,3,0.007889884524047375,0.21817070245742798,0.6689375042915344,0.04429178312420845,0.06071013584733009,False,0,0.0,False,False,True,False,Scene,,7.889884524047374e-09,0.010483634746706971,0.6367934245210868,0.04429178312420845
238,19933,313480,train2017,0.0,0.0,0,0.03000058804156908,10,0.019594278186559677,0.0342465303838253,0.8665264844894409,0.03660399839282036,0.043028734624385834,False,0,0.0,False,False,True,False,Scene,,1.9594278186559678e-08,0.0010274160498982216,0.840530180401164,0.03660399839282036
241,20080,51774,train2017,0.0,0.0,0,0.0,0,0.0068998332135379314,0.024670779705047607,0.9151304960250854,0.034111618995666504,0.019187219440937042,False,0,0.0,False,False,True,False,Scene,,6.899833213537931e-09,2.4670779705047606e-08,0.9151304960250854,0.034111618995666504
242,20206,560396,train2017,0.0,0.0,0,0.0035730978579812216,5,0.007097120396792889,0.043608758598566055,0.9191129803657532,0.020354941487312317,0.009826190769672394,False,0,0.0,False,False,True,False,Scene,,7.0971203967928885e-09,0.00015581836193775654,0.9158288997443655,0.020354941487312317
245,20307,576749,train2017,0.0,0.0,0,0.02942442367788461,14,0.006546636112034321,0.03942329064011574,0.891724169254303,0.01365874707698822,0.04864715412259102,False,0,0.0,False,False,True,False,Scene,,6.54663611203432e-09,0.0011600076065711484,0.8654856994943547,0.01365874707698822
246,20442,576789,train2017,0.0,0.0,0,0.005215215346896956,6,0.012057765386998653,0.13526298105716705,0.7535015344619751,0.07807343453168869,0.021104317158460617,False,0,0.0,False,False,True,False,Scene,,1.2057765386998652e-08,0.0007054255746763698,0.7495718616955386,0.07807343453168869
249,20702,577964,train2017,0.0,0.0,0,0.009240534505208333,2,0.0018720007501542568,0.03749661520123482,0.9082795977592468,0.005858346354216337,0.046493466943502426,False,0,0.0,False,False,True,False,Scene,,1.8720007501542568e-09,0.00034648876659552967,0.8998866087957758,0.005858346354216337
250,20738,53778,train2017,0.0,0.0,0,0.0,0,0.06456778198480606,0.08160458505153656,0.5967515707015991,0.06035282462835312,0.19672323763370514,False,0,0.0,False,False,True,False,Scene,,6.456778198480606e-08,8.160458505153655e-08,0.5967515707015991,0.06035282462835312
255,21194,9199,train2017,0.0,0.0,0,0.0,0,0.006231760140508413,0.226594015955925,0.6161472797393799,0.06021081656217575,0.09081614017486572,False,0,0.0,False,False,True,False,Scene,,6.231760140508413e-09,2.26594015955925e-07,0.6161472797393799,0.06021081656217575
256,21197,55206,train2017,0.0,0.0,0,0.009295383300781251,3,0.007603873498737812,0.02347860485315323,0.6712116599082947,0.054197024554014206,0.24350884556770325,False,0,0.0,False,False,True,False,Scene,,7.603873498737811e-09,0.00021824263147764218,0.6649724902534935,0.054197024554014206
258,21253,55402,train2017,0.0,0.0,0,0.0,0,0.004857284482568502,0.17731282114982605,0.7287755012512207,0.014787562191486359,0.07426685839891434,False,0,0.0,False,False,True,False,Scene,,4.857284482568503e-09,1.7731282114982605e-07,0.7287755012512207,0.014787562191486359
260,21318,317781,train2017,0.0,0.0,0,0.0,0,0.01798301190137863,0.21566416323184967,0.44231581687927246,0.09976419061422348,0.22427277266979218,False,0,0.0,False,False,True,False,Scene,,1.798301190137863e-08,2.1566416323184967e-07,0.44231581687927246,0.09976419061422348
262,21526,318444,train2017,0.0,0.0,0,0.017780712799357477,1,0.0163851510733366,0.2715717852115631,0.3787294924259186,0.05003571882843971,0.2832778990268707,False,0,0.0,False,False,True,False,Scene,,1.63851510733366e-08,0.0048287399172556,0.3719954120924469,0.05003571882843971
263,21553,1877,train2017,0.0,0.0,0,0.0,0,0.06486430764198303,0.30082812905311584,0.4183098375797272,0.08658207952976227,0.12941566109657288,False,0,0.0,False,False,True,False,Scene,,6.486430764198303e-08,3.008281290531158e-07,0.4183098375797272,0.08658207952976227
